user_id,order_id,action,time
159,175,create_order,25/08/22 00:31
160,176,create_order,25/08/22 00:32
161,177,create_order,25/08/22 00:32
162,178,create_order,25/08/22 00:35
162,179,create_order,25/08/22 00:36
6,180,create_order,25/08/22 00:38
163,181,create_order,25/08/22 00:41
164,182,create_order,25/08/22 00:42
165,183,create_order,25/08/22 00:45
166,184,create_order,25/08/22 00:45
167,185,create_order,25/08/22 00:46
168,186,create_order,25/08/22 00:48
169,187,create_order,25/08/22 00:48
170,188,create_order,25/08/22 00:49
171,189,create_order,25/08/22 00:51
165,183,cancel_order,25/08/22 00:52
172,190,create_order,25/08/22 00:53
173,191,create_order,25/08/22 00:54
171,192,create_order,25/08/22 00:54
174,193,create_order,25/08/22 00:55
175,194,create_order,25/08/22 00:57
176,195,create_order,25/08/22 00:57
172,190,cancel_order,25/08/22 00:59
177,196,create_order,25/08/22 01:01
178,197,create_order,25/08/22 01:01
179,198,create_order,25/08/22 01:05
180,199,create_order,25/08/22 01:08
181,200,create_order,25/08/22 01:09
182,201,create_order,25/08/22 01:09
183,202,create_order,25/08/22 01:11
184,203,create_order,25/08/22 01:13
184,204,create_order,25/08/22 01:14
184,205,create_order,25/08/22 01:17
185,206,create_order,25/08/22 01:18
186,207,create_order,25/08/22 01:18
79,208,create_order,25/08/22 01:20
187,209,create_order,25/08/22 01:22
188,210,create_order,25/08/22 01:24
189,211,create_order,25/08/22 01:24
190,212,create_order,25/08/22 01:25
191,213,create_order,25/08/22 01:26
192,214,create_order,25/08/22 01:27
191,215,create_order,25/08/22 01:28
193,216,create_order,25/08/22 01:32
194,217,create_order,25/08/22 01:33
195,218,create_order,25/08/22 01:34
31,219,create_order,25/08/22 01:40
196,220,create_order,25/08/22 01:41
197,221,create_order,25/08/22 01:43
136,222,create_order,25/08/22 01:44
136,223,create_order,25/08/22 01:45
198,224,create_order,25/08/22 01:47
199,225,create_order,25/08/22 01:47
200,226,create_order,25/08/22 01:50
201,227,create_order,25/08/22 01:50
202,228,create_order,25/08/22 01:51
200,229,create_order,25/08/22 01:52
203,230,create_order,25/08/22 01:53
203,231,create_order,25/08/22 01:54
204,232,create_order,25/08/22 01:54
205,233,create_order,25/08/22 01:55
206,234,create_order,25/08/22 01:55
207,235,create_order,25/08/22 01:56
208,236,create_order,25/08/22 01:59
209,237,create_order,25/08/22 02:00
210,238,create_order,25/08/22 02:02
209,239,create_order,25/08/22 02:02
211,240,create_order,25/08/22 02:06
212,241,create_order,25/08/22 02:12
212,242,create_order,25/08/22 02:14
213,243,create_order,25/08/22 02:15
214,244,create_order,25/08/22 02:15
215,245,create_order,25/08/22 02:21
216,246,create_order,25/08/22 02:25
217,247,create_order,25/08/22 02:29
218,248,create_order,25/08/22 02:31
219,249,create_order,25/08/22 02:32
220,250,create_order,25/08/22 02:38
212,251,create_order,25/08/22 02:38
221,252,create_order,25/08/22 02:40
222,253,create_order,25/08/22 02:40
223,254,create_order,25/08/22 02:42
224,255,create_order,25/08/22 02:43
225,256,create_order,25/08/22 02:46
226,257,create_order,25/08/22 02:47
227,258,create_order,25/08/22 02:50
227,259,create_order,25/08/22 02:50
227,260,create_order,25/08/22 02:51
228,261,create_order,25/08/22 02:51
229,262,create_order,25/08/22 02:54
230,263,create_order,25/08/22 02:54
231,264,create_order,25/08/22 02:55
204,265,create_order,25/08/22 02:56
232,266,create_order,25/08/22 02:57
233,267,create_order,25/08/22 03:00
234,268,create_order,25/08/22 03:02
235,269,create_order,25/08/22 03:07
236,270,create_order,25/08/22 03:11
236,271,create_order,25/08/22 03:14
237,272,create_order,25/08/22 03:16
238,273,create_order,25/08/22 03:17
239,274,create_order,25/08/22 03:23
240,275,create_order,25/08/22 03:26
241,276,create_order,25/08/22 03:32
241,277,create_order,25/08/22 03:34
242,278,create_order,25/08/22 03:37
243,279,create_order,25/08/22 03:39
244,280,create_order,25/08/22 03:40
245,281,create_order,25/08/22 03:44
187,282,create_order,25/08/22 03:46
246,283,create_order,25/08/22 03:48
187,284,create_order,25/08/22 03:48
247,285,create_order,25/08/22 03:50
248,286,create_order,25/08/22 03:53
249,287,create_order,25/08/22 03:54
250,288,create_order,25/08/22 03:58
251,289,create_order,25/08/22 04:04
252,290,create_order,25/08/22 04:06
253,291,create_order,25/08/22 04:08
254,292,create_order,25/08/22 04:10
255,293,create_order,25/08/22 04:11
256,294,create_order,25/08/22 04:12
186,295,create_order,25/08/22 04:22
257,296,create_order,25/08/22 04:22
258,297,create_order,25/08/22 04:26
259,298,create_order,25/08/22 04:32
259,299,create_order,25/08/22 04:34
260,300,create_order,25/08/22 04:36
259,298,cancel_order,25/08/22 04:36
261,301,create_order,25/08/22 04:37
262,302,create_order,25/08/22 04:37
263,303,create_order,25/08/22 04:50
264,304,create_order,25/08/22 04:51
264,305,create_order,25/08/22 04:51
265,306,create_order,25/08/22 04:53
266,307,create_order,25/08/22 04:53
267,308,create_order,25/08/22 04:57
248,309,create_order,25/08/22 05:00
268,310,create_order,25/08/22 05:01
269,311,create_order,25/08/22 05:02
268,310,cancel_order,25/08/22 05:08
270,312,create_order,25/08/22 05:10
271,313,create_order,25/08/22 05:14
271,314,create_order,25/08/22 05:14
272,315,create_order,25/08/22 05:21
273,316,create_order,25/08/22 05:23
274,317,create_order,25/08/22 05:24
275,318,create_order,25/08/22 05:24
276,319,create_order,25/08/22 05:29
277,320,create_order,25/08/22 05:29
278,321,create_order,25/08/22 05:35
279,322,create_order,25/08/22 05:37
280,323,create_order,25/08/22 05:38
281,324,create_order,25/08/22 05:40
282,325,create_order,25/08/22 05:40
283,326,create_order,25/08/22 05:42
284,327,create_order,25/08/22 05:43
285,328,create_order,25/08/22 05:48
283,326,cancel_order,25/08/22 05:48
286,329,create_order,25/08/22 05:49
287,330,create_order,25/08/22 05:52
288,331,create_order,25/08/22 05:52
289,332,create_order,25/08/22 05:55
290,333,create_order,25/08/22 05:56
291,334,create_order,25/08/22 06:00
292,335,create_order,25/08/22 06:05
293,336,create_order,25/08/22 06:07
294,337,create_order,25/08/22 06:07
294,338,create_order,25/08/22 06:07
293,336,cancel_order,25/08/22 06:12
294,338,cancel_order,25/08/22 06:13
64,339,create_order,25/08/22 06:14
295,340,create_order,25/08/22 06:20
213,341,create_order,25/08/22 06:20
296,342,create_order,25/08/22 06:22
297,343,create_order,25/08/22 06:24
298,344,create_order,25/08/22 06:25
299,345,create_order,25/08/22 06:26
300,346,create_order,25/08/22 06:26
301,347,create_order,25/08/22 06:27
302,348,create_order,25/08/22 06:29
303,349,create_order,25/08/22 06:30
304,350,create_order,25/08/22 06:35
304,351,create_order,25/08/22 06:38
305,352,create_order,25/08/22 06:42
306,353,create_order,25/08/22 06:49
202,354,create_order,25/08/22 06:57
202,355,create_order,25/08/22 06:59
307,356,create_order,25/08/22 06:59
308,357,create_order,25/08/22 07:05
309,358,create_order,25/08/22 07:06
310,359,create_order,25/08/22 07:08
311,360,create_order,25/08/22 07:11
312,361,create_order,25/08/22 07:12
312,362,create_order,25/08/22 07:14
313,363,create_order,25/08/22 07:15
314,364,create_order,25/08/22 07:16
315,365,create_order,25/08/22 07:16
316,366,create_order,25/08/22 07:17
314,367,create_order,25/08/22 07:17
317,368,create_order,25/08/22 07:18
318,369,create_order,25/08/22 07:20
319,370,create_order,25/08/22 07:20
320,371,create_order,25/08/22 07:21
321,372,create_order,25/08/22 07:26
322,373,create_order,25/08/22 07:30
323,374,create_order,25/08/22 07:30
324,375,create_order,25/08/22 07:31
325,376,create_order,25/08/22 07:32
326,377,create_order,25/08/22 07:34
327,378,create_order,25/08/22 07:36
328,379,create_order,25/08/22 07:36
301,380,create_order,25/08/22 07:40
329,381,create_order,25/08/22 07:41
330,382,create_order,25/08/22 07:41
133,383,create_order,25/08/22 07:41
331,384,create_order,25/08/22 07:41
332,385,create_order,25/08/22 07:41
133,386,create_order,25/08/22 07:44
333,387,create_order,25/08/22 07:46
334,388,create_order,25/08/22 07:47
80,389,create_order,25/08/22 07:51
335,390,create_order,25/08/22 07:52
336,391,create_order,25/08/22 07:54
337,392,create_order,25/08/22 07:56
338,393,create_order,25/08/22 07:57
233,394,create_order,25/08/22 08:00
339,395,create_order,25/08/22 08:02
340,396,create_order,25/08/22 08:04
341,397,create_order,25/08/22 08:08
342,398,create_order,25/08/22 08:10
343,399,create_order,25/08/22 08:11
344,400,create_order,25/08/22 08:12
345,401,create_order,25/08/22 08:12
346,402,create_order,25/08/22 08:13
341,403,create_order,25/08/22 08:14
193,404,create_order,25/08/22 08:16
347,405,create_order,25/08/22 08:18
348,406,create_order,25/08/22 08:19
349,407,create_order,25/08/22 08:24
350,408,create_order,25/08/22 08:25
351,409,create_order,25/08/22 08:25
352,410,create_order,25/08/22 08:27
353,411,create_order,25/08/22 08:28
353,412,create_order,25/08/22 08:29
354,413,create_order,25/08/22 08:29
355,414,create_order,25/08/22 08:34
356,415,create_order,25/08/22 08:37
357,416,create_order,25/08/22 08:39
358,417,create_order,25/08/22 08:41
359,418,create_order,25/08/22 08:43
360,419,create_order,25/08/22 08:43
361,420,create_order,25/08/22 08:45
362,421,create_order,25/08/22 08:48
363,422,create_order,25/08/22 08:49
364,423,create_order,25/08/22 08:50
365,424,create_order,25/08/22 08:53
366,425,create_order,25/08/22 08:55
271,426,create_order,25/08/22 08:57
367,427,create_order,25/08/22 08:58
368,428,create_order,25/08/22 08:58
369,429,create_order,25/08/22 08:59
370,430,create_order,25/08/22 08:59
371,431,create_order,25/08/22 09:00
372,432,create_order,25/08/22 09:02
373,433,create_order,25/08/22 09:04
374,434,create_order,25/08/22 09:08
375,435,create_order,25/08/22 09:12
376,436,create_order,25/08/22 09:12
377,437,create_order,25/08/22 09:15
378,438,create_order,25/08/22 09:15
379,439,create_order,25/08/22 09:17
380,440,create_order,25/08/22 09:19
381,441,create_order,25/08/22 09:19
380,442,create_order,25/08/22 09:20
382,443,create_order,25/08/22 09:20
383,444,create_order,25/08/22 09:20
384,445,create_order,25/08/22 09:24
385,446,create_order,25/08/22 09:25
386,447,create_order,25/08/22 09:25
387,448,create_order,25/08/22 09:25
388,449,create_order,25/08/22 09:27
389,450,create_order,25/08/22 09:27
390,451,create_order,25/08/22 09:28
121,452,create_order,25/08/22 09:31
391,453,create_order,25/08/22 09:31
392,454,create_order,25/08/22 09:34
390,451,cancel_order,25/08/22 09:34
393,455,create_order,25/08/22 09:35
137,456,create_order,25/08/22 09:36
394,457,create_order,25/08/22 09:38
392,454,cancel_order,25/08/22 09:41
137,456,cancel_order,25/08/22 09:42
395,458,create_order,25/08/22 09:43
8,459,create_order,25/08/22 09:43
396,460,create_order,25/08/22 09:43
394,457,cancel_order,25/08/22 09:43
397,461,create_order,25/08/22 09:44
398,462,create_order,25/08/22 09:45
399,463,create_order,25/08/22 09:46
398,464,create_order,25/08/22 09:46
400,465,create_order,25/08/22 09:47
401,466,create_order,25/08/22 09:47
402,467,create_order,25/08/22 09:48
403,468,create_order,25/08/22 09:49
404,469,create_order,25/08/22 09:49
401,470,create_order,25/08/22 09:49
395,458,cancel_order,25/08/22 09:49
53,471,create_order,25/08/22 09:50
405,472,create_order,25/08/22 09:53
406,473,create_order,25/08/22 09:55
407,474,create_order,25/08/22 09:57
408,475,create_order,25/08/22 09:58
409,476,create_order,25/08/22 10:00
410,477,create_order,25/08/22 10:01
411,478,create_order,25/08/22 10:02
412,479,create_order,25/08/22 10:03
413,480,create_order,25/08/22 10:03
414,481,create_order,25/08/22 10:03
415,482,create_order,25/08/22 10:04
287,483,create_order,25/08/22 10:04
416,484,create_order,25/08/22 10:04
417,485,create_order,25/08/22 10:05
418,486,create_order,25/08/22 10:05
419,487,create_order,25/08/22 10:06
332,488,create_order,25/08/22 10:07
416,484,cancel_order,25/08/22 10:08
420,489,create_order,25/08/22 10:10
421,490,create_order,25/08/22 10:11
422,491,create_order,25/08/22 10:12
207,492,create_order,25/08/22 10:13
423,493,create_order,25/08/22 10:13
424,494,create_order,25/08/22 10:16
425,495,create_order,25/08/22 10:16
426,496,create_order,25/08/22 10:18
427,497,create_order,25/08/22 10:21
428,498,create_order,25/08/22 10:26
429,499,create_order,25/08/22 10:26
430,500,create_order,25/08/22 10:28
431,501,create_order,25/08/22 10:35
432,502,create_order,25/08/22 10:35
433,503,create_order,25/08/22 10:36
397,504,create_order,25/08/22 10:37
53,505,create_order,25/08/22 10:37
434,506,create_order,25/08/22 10:37
435,507,create_order,25/08/22 10:37
436,508,create_order,25/08/22 10:38
437,509,create_order,25/08/22 10:39
435,510,create_order,25/08/22 10:39
438,511,create_order,25/08/22 10:39
439,512,create_order,25/08/22 10:40
440,513,create_order,25/08/22 10:42
441,514,create_order,25/08/22 10:42
442,515,create_order,25/08/22 10:44
212,516,create_order,25/08/22 10:44
439,512,cancel_order,25/08/22 10:45
443,517,create_order,25/08/22 10:48
444,518,create_order,25/08/22 10:48
158,519,create_order,25/08/22 10:50
378,520,create_order,25/08/22 10:51
445,521,create_order,25/08/22 10:51
446,522,create_order,25/08/22 10:51
447,523,create_order,25/08/22 10:52
448,524,create_order,25/08/22 10:53
445,525,create_order,25/08/22 10:53
449,526,create_order,25/08/22 10:55
450,527,create_order,25/08/22 10:59
451,528,create_order,25/08/22 11:00
452,529,create_order,25/08/22 11:02
451,530,create_order,25/08/22 11:02
453,531,create_order,25/08/22 11:02
454,532,create_order,25/08/22 11:03
455,533,create_order,25/08/22 11:03
191,534,create_order,25/08/22 11:03
456,535,create_order,25/08/22 11:03
457,536,create_order,25/08/22 11:05
458,537,create_order,25/08/22 11:06
459,538,create_order,25/08/22 11:07
191,534,cancel_order,25/08/22 11:08
460,539,create_order,25/08/22 11:10
461,540,create_order,25/08/22 11:10
299,541,create_order,25/08/22 11:11
461,542,create_order,25/08/22 11:11
462,543,create_order,25/08/22 11:15
463,544,create_order,25/08/22 11:16
464,545,create_order,25/08/22 11:19
465,546,create_order,25/08/22 11:21
466,547,create_order,25/08/22 11:25
467,548,create_order,25/08/22 11:26
468,549,create_order,25/08/22 11:28
364,550,create_order,25/08/22 11:28
469,551,create_order,25/08/22 11:29
328,552,create_order,25/08/22 11:29
296,553,create_order,25/08/22 11:30
466,547,cancel_order,25/08/22 11:31
470,554,create_order,25/08/22 11:32
471,555,create_order,25/08/22 11:32
472,556,create_order,25/08/22 11:34
473,557,create_order,25/08/22 11:35
474,558,create_order,25/08/22 11:36
475,559,create_order,25/08/22 11:39
476,560,create_order,25/08/22 11:39
477,561,create_order,25/08/22 11:42
478,562,create_order,25/08/22 11:42
479,563,create_order,25/08/22 11:44
480,564,create_order,25/08/22 11:45
481,565,create_order,25/08/22 11:45
482,566,create_order,25/08/22 11:45
483,567,create_order,25/08/22 11:46
484,568,create_order,25/08/22 11:48
485,569,create_order,25/08/22 11:49
481,570,create_order,25/08/22 11:49
486,571,create_order,25/08/22 11:50
264,572,create_order,25/08/22 11:53
487,573,create_order,25/08/22 11:54
488,574,create_order,25/08/22 11:54
489,575,create_order,25/08/22 11:54
59,576,create_order,25/08/22 11:57
59,577,create_order,25/08/22 11:58
490,578,create_order,25/08/22 11:59
489,579,create_order,25/08/22 11:59
491,580,create_order,25/08/22 12:00
492,581,create_order,25/08/22 12:05
492,582,create_order,25/08/22 12:06
493,583,create_order,25/08/22 12:06
494,584,create_order,25/08/22 12:09
495,585,create_order,25/08/22 12:10
496,586,create_order,25/08/22 12:11
496,587,create_order,25/08/22 12:12
366,588,create_order,25/08/22 12:12
497,589,create_order,25/08/22 12:13
498,590,create_order,25/08/22 12:13
499,591,create_order,25/08/22 12:13
500,592,create_order,25/08/22 12:14
501,593,create_order,25/08/22 12:14
502,594,create_order,25/08/22 12:15
451,595,create_order,25/08/22 12:16
503,596,create_order,25/08/22 12:17
504,597,create_order,25/08/22 12:17
505,598,create_order,25/08/22 12:18
506,599,create_order,25/08/22 12:18
488,600,create_order,25/08/22 12:18
507,601,create_order,25/08/22 12:21
508,602,create_order,25/08/22 12:21
508,603,create_order,25/08/22 12:21
507,604,create_order,25/08/22 12:22
509,605,create_order,25/08/22 12:23
510,606,create_order,25/08/22 12:24
511,607,create_order,25/08/22 12:25
488,600,cancel_order,25/08/22 12:25
512,608,create_order,25/08/22 12:25
513,609,create_order,25/08/22 12:25
141,610,create_order,25/08/22 12:27
514,611,create_order,25/08/22 12:28
515,612,create_order,25/08/22 12:28
512,613,create_order,25/08/22 12:28
516,614,create_order,25/08/22 12:30
516,615,create_order,25/08/22 12:31
517,616,create_order,25/08/22 12:33
518,617,create_order,25/08/22 12:33
141,610,cancel_order,25/08/22 12:34
519,618,create_order,25/08/22 12:34
520,619,create_order,25/08/22 12:35
521,620,create_order,25/08/22 12:37
522,621,create_order,25/08/22 12:41
523,622,create_order,25/08/22 12:43
524,623,create_order,25/08/22 12:43
525,624,create_order,25/08/22 12:45
526,625,create_order,25/08/22 12:46
218,626,create_order,25/08/22 12:46
527,627,create_order,25/08/22 12:47
528,628,create_order,25/08/22 12:47
529,629,create_order,25/08/22 12:49
528,628,cancel_order,25/08/22 12:53
365,630,create_order,25/08/22 12:58
365,631,create_order,25/08/22 12:58
530,632,create_order,25/08/22 12:58
531,633,create_order,25/08/22 12:59
168,634,create_order,25/08/22 13:03
532,635,create_order,25/08/22 13:03
533,636,create_order,25/08/22 13:03
533,637,create_order,25/08/22 13:04
223,638,create_order,25/08/22 13:05
534,639,create_order,25/08/22 13:07
534,640,create_order,25/08/22 13:07
535,641,create_order,25/08/22 13:07
161,642,create_order,25/08/22 13:09
536,643,create_order,25/08/22 13:11
537,644,create_order,25/08/22 13:12
534,640,cancel_order,25/08/22 13:12
538,645,create_order,25/08/22 13:14
539,646,create_order,25/08/22 13:16
540,647,create_order,25/08/22 13:18
541,648,create_order,25/08/22 13:19
542,649,create_order,25/08/22 13:21
543,650,create_order,25/08/22 13:22
544,651,create_order,25/08/22 13:22
545,652,create_order,25/08/22 13:25
546,653,create_order,25/08/22 13:25
547,654,create_order,25/08/22 13:26
548,655,create_order,25/08/22 13:26
549,656,create_order,25/08/22 13:27
550,657,create_order,25/08/22 13:31
551,658,create_order,25/08/22 13:31
552,659,create_order,25/08/22 13:32
553,660,create_order,25/08/22 13:36
554,661,create_order,25/08/22 13:37
555,662,create_order,25/08/22 13:38
556,663,create_order,25/08/22 13:38
553,664,create_order,25/08/22 13:39
557,665,create_order,25/08/22 13:42
558,666,create_order,25/08/22 13:43
38,667,create_order,25/08/22 13:43
559,668,create_order,25/08/22 13:44
560,669,create_order,25/08/22 13:44
138,670,create_order,25/08/22 13:45
561,671,create_order,25/08/22 13:48
562,672,create_order,25/08/22 13:49
559,673,create_order,25/08/22 13:49
563,674,create_order,25/08/22 13:49
475,675,create_order,25/08/22 13:52
564,676,create_order,25/08/22 13:53
565,677,create_order,25/08/22 13:54
566,678,create_order,25/08/22 13:54
567,679,create_order,25/08/22 13:58
568,680,create_order,25/08/22 13:58
140,681,create_order,25/08/22 13:58
274,682,create_order,25/08/22 13:58
569,683,create_order,25/08/22 14:00
569,684,create_order,25/08/22 14:00
570,685,create_order,25/08/22 14:00
571,686,create_order,25/08/22 14:01
452,687,create_order,25/08/22 14:07
572,688,create_order,25/08/22 14:07
188,689,create_order,25/08/22 14:07
573,690,create_order,25/08/22 14:07
574,691,create_order,25/08/22 14:11
575,692,create_order,25/08/22 14:12
576,693,create_order,25/08/22 14:14
577,694,create_order,25/08/22 14:15
577,695,create_order,25/08/22 14:17
578,696,create_order,25/08/22 14:18
579,697,create_order,25/08/22 14:19
133,698,create_order,25/08/22 14:19
580,699,create_order,25/08/22 14:20
581,700,create_order,25/08/22 14:21
582,701,create_order,25/08/22 14:21
583,702,create_order,25/08/22 14:22
582,703,create_order,25/08/22 14:23
584,704,create_order,25/08/22 14:26
585,705,create_order,25/08/22 14:27
584,706,create_order,25/08/22 14:27
441,707,create_order,25/08/22 14:27
586,708,create_order,25/08/22 14:27
587,709,create_order,25/08/22 14:29
588,710,create_order,25/08/22 14:31
589,711,create_order,25/08/22 14:33
590,712,create_order,25/08/22 14:33
591,713,create_order,25/08/22 14:34
590,714,create_order,25/08/22 14:34
592,715,create_order,25/08/22 14:36
593,716,create_order,25/08/22 14:37
594,717,create_order,25/08/22 14:38
595,718,create_order,25/08/22 14:39
593,719,create_order,25/08/22 14:39
208,720,create_order,25/08/22 14:40
596,721,create_order,25/08/22 14:41
500,722,create_order,25/08/22 14:41
597,723,create_order,25/08/22 14:41
473,724,create_order,25/08/22 14:42
598,725,create_order,25/08/22 14:42
599,726,create_order,25/08/22 14:42
600,727,create_order,25/08/22 14:42
601,728,create_order,25/08/22 14:43
602,729,create_order,25/08/22 14:43
473,730,create_order,25/08/22 14:44
603,731,create_order,25/08/22 14:45
604,732,create_order,25/08/22 14:45
597,723,cancel_order,25/08/22 14:47
605,733,create_order,25/08/22 14:48
606,734,create_order,25/08/22 14:49
607,735,create_order,25/08/22 14:49
604,736,create_order,25/08/22 14:49
608,737,create_order,25/08/22 14:49
603,731,cancel_order,25/08/22 14:51
609,738,create_order,25/08/22 14:53
610,739,create_order,25/08/22 14:54
130,740,create_order,25/08/22 14:55
611,741,create_order,25/08/22 14:59
612,742,create_order,25/08/22 15:00
